"X","Variety","Centre","SNPsubsp","K9.group","country","region","readepth","Filtered.insertions","Culm.diameter...1st.internode","culm.strength","flag.leaf.angle","grain.length","grain.width","leaf.length","leaf.senescence","Grain.weight","Salt.injury.at.EC12","Time.to.flowering..from.sowing","panicle.threshability"
440,"IRIS 313-11791","IRIS","IND","XI-2","Madagascar","AFR",36.14,19392,2,1,5,9.6,3,4,2,2.8,1,4.59511985013459,1
441,"IRIS 313-11792","IRIS","JAP","GJ-trp","Madagascar","AFR",17.36,21230,2,1,5,8.7,4.1,4,2,3.1,2,4.56434819146784,1
442,"IRIS 313-11794","IRIS","ADM","XI-2","Madagascar","AFR",40.71,19164,NA,2,3,10.1,2.6,NA,2,3.4,1,4.61512051684126,1
443,"IRIS 313-11795","IRIS","IND","XI-1A","China","EAS",36.37,18334,1,1,1,8.1,3.3,3,2,2.5,1,4.39444915467244,1
444,"IRIS 313-11796","IRIS","IND","XI-1A","China","EAS",45.89,18981,2,1,5,8.3,3.2,2,2,2.3,1,4.4188406077966,1
445,"IRIS 313-11797","IRIS","IND","XI-1A","China","EAS",35.75,19206,1,1,3,10,2.5,2,2,2.6,1,4.12713438504509,1
446,"IRIS 313-11798","IRIS","IND","XI-1B","China","EAS",29.85,19490,1,1,1,9.1,3,2,2,2.6,2,4.39444915467244,1
447,"IRIS 313-11799","IRIS","IND","XI-1A","China","EAS",26.12,19270,1,1,3,9,3.1,2,2,2.4,1,4.38202663467388,1
448,"IRIS 313-11800","IRIS","JAP","GJ-tmp","China","EAS",41.88,20789,1,1,5,8,3.7,2,1,3.1,NA,4.21950770517611,1
449,"IRIS 313-11801","IRIS","IND","XI-adm","China","EAS",48.43,19205,1,1,3,9,2.8,2,2,2.6,1,4.4188406077966,1
450,"IRIS 313-11802","IRIS","IND","XI-1A","China","EAS",53.45,19196,1,2,3,8.6,3.3,3,2,2.8,1,4.48863636973214,1
451,"IRIS 313-11804","IRIS","IND","XI-1A","China","EAS",36.81,18920,2,1,5,8.1,3.3,3,2,2.3,1,4.31748811353631,1
452,"IRIS 313-11805","IRIS","IND","XI-1A","China","EAS",41.68,18699,2,1,5,8.8,3.4,3,2,2.7,1,4.4188406077966,1
453,"IRIS 313-11806","IRIS","IND","XI-1A","China","EAS",24.41,19113,1,1,3,8.1,3.1,2,2,2.2,2,4.43081679884331,1
454,"IRIS 313-11807","IRIS","IND","XI-adm","Colombia","AME",32.46,18713,2,1,1,9.6,2.5,3,2,2.4,1,4.65396035015752,1
455,"IRIS 313-11809","IRIS","AUS","cA","Kenya","AFR",31.53,18769,2,1,5,10.5,2.5,3,2,2.3,1,4.44265125649032,1
456,"IRIS 313-11810","IRIS","IND","XI-3","Kenya","AFR",33.79,19122,2,1,5,9.9,2.9,3,NA,2.3,1,4.82028156560504,NA
457,"IRIS 313-11811","IRIS","ADM","XI-2","Kenya","AFR",31.51,19241,2,2,3,9.1,2.9,3,2,2.1,1,4.81218435537242,1
458,"IRIS 313-11812","IRIS","IND","XI-3","Kenya","AFR",46.9,18925,2,1,3,10.2,2.8,5,2,2.3,2,4.74493212836325,1
459,"IRIS 313-11813","IRIS","IND","XI-3","Kenya","AFR",30.26,18913,2,2,3,9.8,2.7,3,2,2.1,2,4.68213122712422,1
460,"IRIS 313-11814","IRIS","IND","XI-3","Kenya","AFR",31.73,18676,2,1,3,11.2,2.8,4,2,3,2,4.91265488573605,2
461,"IRIS 313-11815","IRIS","IND","XI-3","Kenya","AFR",32.61,18943,2,1,5,9.8,3,4,2,2.7,1,4.77068462446567,1
462,"IRIS 313-11816","IRIS","IND","XI-adm","Myanmar","SEA",24.04,19126,1,1,1,7.8,3.1,3,2,2.4,1,4.67282883446191,2
463,"IRIS 313-11817","IRIS","IND","XI-adm","Myanmar","SEA",32.56,18272,2,2,5,9.7,2.9,4,2,2.6,1,4.66343909411207,2
464,"IRIS 313-11819","IRIS","IND","XI-3","Myanmar","SEA",37.91,18801,2,2,3,9.5,2.4,3,2,2.8,1,4.7361984483945,2
465,"IRIS 313-11820","IRIS","IND","XI-3","Myanmar","SEA",29.58,19075,2,2,3,10.1,2.7,3,2,3.4,1,4.80402104473326,2
466,"IRIS 313-11821","IRIS","IND","XI-2","India","SAS",39.77,19328,2,1,5,7.1,3.3,4,2,2.1,2,4.81218435537242,1
467,"IRIS 313-11822","IRIS","IND","XI-2","India","SAS",28.33,19266,2,1,3,9.1,3.1,3,2,2.6,NA,4.70953020131233,1
468,"IRIS 313-11823","IRIS","IND","XI-2","India","SAS",32.95,18906,2,1,5,9.6,3,4,2,2,2,4.77068462446567,1
469,"IRIS 313-11824","IRIS","IND","XI-2","India","SAS",36.2,18743,2,1,5,8.9,3.5,3,2,2.5,2,4.7361984483945,1
470,"IRIS 313-11825","IRIS","ARO","cB","India","SAS",36.74,19809,2,1,5,9.5,2.7,4,2,2.4,NA,4.70953020131233,1
471,"IRIS 313-11829","IRIS","JAP","GJ-tmp","Pakistan","SAS",18.86,21626,1,1,5,7.3,3.3,2,1,2.4,2,4.35670882668959,2
472,"IRIS 313-11832","IRIS","JAP","GJ-sbtrp","Thailand","SEA",17.04,20810,2,1,3,9.3,2.8,3,2,2,1,4.63472898822964,1
473,"IRIS 313-11833","IRIS","IND","XI-3","Thailand","SEA",17.14,18603,2,1,3,8.2,2.5,4,2,1.6,1,4.9416424226093,2
474,"IRIS 313-11835","IRIS","IND","XI-adm","Thailand","SEA",21.29,19035,2,1,7,9.9,3.2,4,2,2.7,1,4.67282883446191,1
475,"IRIS 313-11836","IRIS","IND","XI-3","Thailand","SEA",15.5,19524,2,2,5,9.1,2.8,4,2,2.7,1,4.77912349311153,2
476,"IRIS 313-11840","IRIS","IND","XI-3","Thailand","SEA",16.6,19898,2,1,3,10.2,2.8,4,2,2,1,4.91998092582813,2
477,"IRIS 313-11842","IRIS","IND","XI-3","Thailand","SEA",20.2,19827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"IRIS 313-11848","IRIS","IND","XI-3","Malaysia","SEA",18.99,18973,2,1,5,9.5,2.9,4,2,2.4,1,5.08140436498446,2
479,"IRIS 313-11854","IRIS","IND","XI-1A","China","EAS",16.09,19124,2,1,5,7.7,3.1,3,2,2.1,2,4.46590811865458,NA
480,"IRIS 313-11866","IRIS","IND","XI-1A","China","EAS",16.19,19388,1,1,3,7.6,3.1,2,2,2.2,1,4.43081679884331,2
481,"IRIS 313-11867","IRIS","IND","XI-1A","China","EAS",18.48,19781,1,1,3,8.4,2.7,3,2,2.1,1,4.45434729625351,2
482,"IRIS 313-11870","IRIS","IND","XI-1A","China","EAS",16.47,20026,2,1,5,8.3,2.8,3,2,2.2,1,4.40671924726425,2
483,"IRIS 313-11877","IRIS","IND","XI-1A","China","EAS",18.85,20234,2,1,3,9.5,2.9,3,2,2.3,2,4.27666611901606,1
484,"IRIS 313-11878","IRIS","IND","XI-1A","China","EAS",23,20118,2,1,5,8.3,3.1,3,2,2.6,2,4.36944785246702,1
485,"IRIS 313-11882","IRIS","IND","XI-1A","China","EAS",20.93,20042,2,1,3,8.6,3.4,3,2,2.9,1,4.43081679884331,1
486,"IRIS 313-11887","IRIS","IND","XI-1B","Philippines","SEA",16.61,19606,2,1,1,8.9,2.5,3,2,2.3,2,4.48863636973214,1
487,"IRIS 313-11897","IRIS","JAP","GJ-sbtrp","Thailand","SEA",15.31,21235,1,1,3,8.9,3.2,4,1,2.6,2,4.47733681447821,1
488,"IRIS 313-11900","IRIS","JAP","GJ-sbtrp","Thailand","SEA",26.36,21891,2,1,7,10.8,4.1,4,2,3.7,1,4.67282883446191,1
489,"IRIS 313-11902","IRIS","IND","XI-3","Indonesia","SEA",17.07,20084,2,1,7,8,3.1,4,2,2.4,2,4.74493212836325,1
490,"IRIS 313-11909","IRIS","IND","XI-1A","China","EAS",15.37,20114,1,1,5,8.1,3.1,3,2,2.2,2,4.36944785246702,1
491,"IRIS 313-11916","IRIS","IND","XI-2","Sri_Lanka","SAS",15.58,19881,2,1,3,8.5,3.4,4,2,2.1,1,4.70048036579242,2
492,"IRIS 313-11919","IRIS","IND","XI-2","India","SAS",16.77,20103,2,1,3,8.6,3,4,2,2.6,2,4.53259949315326,2
493,"IRIS 313-11920","IRIS","IND","XI-adm","Thailand","SEA",17.49,19960,2,1,5,10.1,2.5,4,2,2.1,2,4.62497281328427,2
494,"IRIS 313-11924","IRIS","JAP","GJ-sbtrp","Thailand","SEA",63.77,20738,2,1,5,10.1,3.3,4,2,2.6,2,4.68213122712422,1
495,"IRIS 313-11927","IRIS","IND","XI-3","Thailand","SEA",15.12,20404,2,2,3,10.1,3.3,4,2,2.5,1,4.49980967033027,2
496,"IRIS 313-11929","IRIS","JAP","GJ-trp","Philippines","SEA",22.15,21060,2,1,5,9,2.5,3,2,2.1,2,4.63472898822964,2
497,"IRIS 313-11930","IRIS","ADM","XI-1B","Nigeria","AFR",21.38,20063,2,1,5,9.5,2.6,3,2,2.2,1,4.59511985013459,1
498,"IRIS 313-11935","IRIS","IND","XI-3","Cambodia","SEA",17.08,19947,2,1,3,6.6,2,3,2,2.1,1,5.04342511691925,2
499,"IRIS 313-11939","IRIS","IND","XI-3","Burkina_Faso","AFR",17.95,20263,NA,2,3,9.8,2.6,NA,2,2.9,1,4.78749174278205,1
500,"IRIS 313-11940","IRIS","IND","XI-adm","Burkina_Faso","AFR",15.26,20041,NA,2,3,8.5,2.8,NA,2,2,1,4.79579054559674,1
501,"IRIS 313-11941","IRIS","IND","XI-1B","Burkina_Faso","AFR",15.18,20051,2,1,1,9.1,2.4,2,1,2.5,2,4.70048036579242,2
502,"IRIS 313-11945","IRIS","IND","XI-2","Bangladesh","SAS",19.83,19887,2,2,5,7.1,2.9,4,2,2,2,4.86753445045558,2
503,"IRIS 313-11949","IRIS","IND","XI-1A","China","EAS",16.6,20141,2,1,5,8.2,2.9,3,2,2.3,2,4.39444915467244,2
504,"IRIS 313-11950","IRIS","IND","XI-1A","China","EAS",16.56,19877,2,1,5,7.7,3.3,3,2,2.3,1,4.43081679884331,2
505,"IRIS 313-11953","IRIS","IND","XI-1A","China","EAS",18.41,19954,1,2,5,8.4,3.1,3,2,2.3,1,4.34380542185368,2
506,"IRIS 313-11955","IRIS","IND","XI-1A","China","EAS",17.37,20158,2,2,5,7.7,3,3,2,2.4,1,4.47733681447821,2
507,"IRIS 313-11959","IRIS","IND","XI-3","Philippines","SEA",19.61,19984,2,2,5,8.6,3.4,4,2,2.9,NA,4.86753445045558,2
508,"IRIS 313-11962","IRIS","IND","XI-3","Thailand","SEA",15.15,20202,NA,2,7,9.9,2.5,NA,2,2.8,1,4.91265488573605,1
509,"IRIS 313-11966","IRIS","IND","XI-1A","China","EAS",15.27,19884,2,1,5,8.4,3,3,2,2.4,1,4.48863636973214,2
510,"IRIS 313-11978","IRIS","IND","XI-1B","Philippines","SEA",17.36,18804,2,1,3,9.2,2.6,3,2,2.6,1,4.48863636973214,2
511,"IRIS 313-11979","IRIS","IND","XI-1B","Philippines","SEA",17.3,19210,1,2,5,9.1,2.2,3,2,2.2,2,4.64439089914137,2
512,"IRIS 313-11988","IRIS","IND","XI-adm","Sierra_Leone","AFR",15.21,18949,2,1,1,7.5,3.2,2,2,2,1,4.90527477843843,1
513,"IRIS 313-11989","IRIS","IND","XI-3","Brunei_Darussalam","SEA",15.2,18892,2,1,3,7.4,2.8,2,2,1.4,1,5.02388052084628,1
514,"IRIS 313-11994","IRIS","JAP","GJ-trp","Philippines","SEA",19.13,20149,2,1,5,8.8,3.6,2,2,1.9,1,4.58496747867057,1
515,"IRIS 313-11999","IRIS","IND","XI-3","Cambodia","SEA",18.35,18921,2,1,5,8.1,3,3,2,2.2,2,4.94875989037817,1
516,"IRIS 313-12000","IRIS","IND","XI-3","Cambodia","SEA",21.78,18974,2,1,3,7.8,2.7,3,2,2.2,NA,5.04342511691925,2
517,"IRIS 313-12010","IRIS","IND","XI-1A","China","EAS",18.91,19020,2,1,3,8.2,3.1,2,2,2.4,1,4.36944785246702,1
518,"IRIS 313-12024","IRIS","IND","XI-1B","na","na",18.52,18765,2,1,1,9.5,2.6,2,1,2.6,1,4.58496747867057,1
519,"IRIS 313-12033","IRIS","IND","XI-1A","China","EAS",21.34,20099,2,1,1,8,3.4,2,2,2.5,1,4.45434729625351,2
520,"IRIS 313-12040","IRIS","IND","XI-3","Cambodia","SEA",19.54,18366,2,1,5,7.6,2.7,4,2,2,1,5.11198778835654,2
521,"IRIS 313-12041","IRIS","IND","XI-3","Cambodia","SEA",17.22,18404,2,1,5,7.7,2.6,4,2,1.8,1,5.08140436498446,2
522,"IRIS 313-12044","IRIS","IND","XI-3","Cambodia","SEA",20.78,18824,2,1,3,8.2,2.6,4,2,2.2,NA,5.01063529409626,2
523,"IRIS 313-12045","IRIS","JAP","GJ-trp","Indonesia","SEA",16.23,19579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"IRIS 313-12048","IRIS","IND","XI-3","Indonesia","SEA",18.05,18420,2,1,3,7.1,2.4,4,2,1.5,2,5.01063529409626,2
525,"IRIS 313-12052","IRIS","IND","XI-adm","India","SAS",18.8,18901,2,1,5,8.5,3.4,4,2,2.6,1,4.85981240436167,1
526,"IRIS 313-12054","IRIS","JAP","GJ-tmp","China","EAS",17.37,19683,NA,2,3,7.5,3.2,NA,2,2.5,2,4.23410650459726,1
527,"IRIS 313-12058","IRIS","IND","XI-3","Cambodia","SEA",29.77,19533,2,2,5,6.8,2.7,4,2,2.2,1,5.08759633523238,2
528,"IRIS 313-12060","IRIS","JAP","GJ-adm","China","EAS",20.75,20079,2,1,5,7,3.1,3,2,2.4,2,4.11087386417331,1
529,"IRIS 313-12061","IRIS","JAP","GJ-tmp","China","EAS",18.46,20477,2,1,5,6.2,3,2,1,2.1,1,4.21950770517611,1
530,"IRIS 313-12068","IRIS","JAP","GJ-trp","Indonesia","SEA",15.42,21005,2,1,5,9.2,3.2,4,2,2.9,1,4.59511985013459,2
531,"IRIS 313-12071","IRIS","JAP","GJ-sbtrp","Laos","SEA",16.1,21542,2,1,5,9.1,3.2,3,2,3.1,2,4.31748811353631,2
532,"IRIS 313-12094","IRIS","ARO","cB","Bangladesh","SAS",20.75,15429,2,1,5,4.7,2.1,NA,2,1.3,1,4.84418708645859,2
533,"IRIS 313-12097","IRIS","IND","XI-3","Cambodia","SEA",17.21,27821,2,1,5,7,2.7,2,2,1.6,NA,5.14749447681345,2
534,"IRIS 313-12101","IRIS","IND","XI-3","Cambodia","SEA",15.07,19749,2,2,3,6.2,2.1,NA,2,1.7,2,5.21493575760899,1
535,"IRIS 313-12108","IRIS","JAP","GJ-trp","Malaysia","SEA",16.86,21271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,"IRIS 313-12118","IRIS","ADM","XI-2","Madagascar","AFR",18.76,20179,2,1,1,6,2,3,2,2.2,1,4.78749174278205,2
537,"IRIS 313-12121","IRIS","IND","XI-3","Laos","SEA",20.73,19829,2,1,5,7.1,2.2,3,2,1.8,2,4.81218435537242,2
538,"IRIS 313-12127","IRIS","IND","XI-3","Laos","SEA",21.28,20051,2,1,3,6.7,2.7,3,2,3.7,1,4.81218435537242,2
539,"IRIS 313-12128","IRIS","IND","XI-3","Laos","SEA",15.13,20582,2,1,5,7.6,2,4,2,2.6,1,4.84418708645859,2
540,"IRIS 313-12129","IRIS","JAP","GJ-sbtrp","Laos","SEA",17.79,21528,2,1,7,7,3.4,3,2,3.8,1,4.52178857704904,2
541,"IRIS 313-12131","IRIS","IND","XI-3","Laos","SEA",16.52,20072,2,1,5,7.4,2.4,4,2,2.2,1,4.64439089914137,2
542,"IRIS 313-12134","IRIS","JAP","GJ-sbtrp","Laos","SEA",16.21,21564,2,1,7,7,3,3,1,2.9,NA,4.64439089914137,1
543,"IRIS 313-12135","IRIS","IND","XI-1B","Malaysia","SEA",17.31,20203,1,1,3,6.7,1.8,2,2,2,1,4.35670882668959,2
544,"IRIS 313-12141","IRIS","AUS","cA","Bangladesh","SAS",15.16,20199,1,1,5,6,2.1,3,2,2.5,2,4.39444915467244,2
545,"IRIS 313-12146","IRIS","IND","XI-adm","Cambodia","SEA",16.86,20506,2,1,3,8.2,2.8,4,2,2.2,2,4.88280192258637,2
546,"IRIS 313-12164","IRIS","JAP","GJ-adm","Cambodia","SEA",19.06,20490,2,1,5,6.2,2.2,3,2,2.9,2,4.29045944114839,2
547,"IRIS 313-12183","IRIS","AUS","cA","Nepal","SAS",18.15,14381,2,1,3,7.4,3.6,3,2,2.1,1,4.7361984483945,1
548,"IRIS 313-12188","IRIS","IND","XI-3","Laos","SEA",16.17,13607,2,1,3,9.6,2.7,3,2,2.2,1,4.75359019110636,2
549,"IRIS 313-12190","IRIS","IND","XI-adm","Laos","SEA",16.49,21691,2,1,3,10.1,2.9,4,2,3.3,1,4.71849887129509,2
550,"IRIS 313-12193","IRIS","IND","XI-3","Laos","SEA",16.46,14786,2,1,7,9.9,3.6,3,2,3.6,2,4.77912349311153,2
551,"IRIS 313-12228","IRIS","JAP","GJ-sbtrp","Laos","SEA",20.91,22442,2,1,7,9.3,3.3,3,2,3.8,2,4.52178857704904,2
552,"IRIS 313-12234","IRIS","IND","XI-1B","China","EAS",16.01,21558,1,1,3,7.9,2.8,3,2,3,2,4.59511985013459,2
553,"IRIS 313-12258","IRIS","JAP","GJ-sbtrp","Laos","SEA",15.83,22243,2,1,7,8.5,3.5,3,2,3.1,1,4.48863636973214,2
554,"IRIS 313-12259","IRIS","IND","XI-3","Laos","SEA",15.51,20311,2,1,5,9.3,3.5,3,2,2.7,2,4.90527477843843,1
555,"IRIS 313-12262","IRIS","JAP","GJ-sbtrp","Laos","SEA",15.11,20712,2,2,7,10.4,3.3,3,2,3.4,2,4.40671924726425,2
556,"IRIS 313-12268","IRIS","IND","XI-adm","Myanmar","SEA",17.85,20421,2,1,3,8.5,2.8,4,2,2.7,2,4.66343909411207,2
557,"IRIS 313-12275","IRIS","IND","XI-adm","China","EAS",15.6,14980,2,1,5,9.3,2.8,3,2,2.5,2,4.34380542185368,2
558,"IRIS 313-12281","IRIS","JAP","GJ-trp","Madagascar","AFR",17.03,21467,2,1,7,8.9,3.8,4,1,3.1,2,4.57471097850338,1
559,"IRIS 313-12287","IRIS","IND","XI-3","Myanmar","SEA",15.83,21119,2,1,3,9.7,2.7,3,2,2.6,1,4.85981240436167,2
560,"IRIS 313-12289","IRIS","JAP","GJ-sbtrp","Myanmar","SEA",15.43,22579,2,1,7,9.8,3.6,3,2,3.3,1,4.54329478227,1
561,"IRIS 313-12291","IRIS","IND","XI-adm","Myanmar","SEA",15.42,20675,2,1,5,8.7,2.9,3,2,2.6,2,4.8283137373023,2
562,"IRIS 313-12300","IRIS","IND","XI-adm","Laos","SEA",17.03,28375,2,1,3,8.6,3,3,2,2.2,1,4.51085950651685,2
563,"IRIS 313-12303","IRIS","IND","XI-adm","Laos","SEA",16.35,20921,2,1,3,9.4,3.4,4,2,3,1,4.85203026391962,1
564,"IRIS 313-12305","IRIS","IND","XI-3","Laos","SEA",16.03,21015,2,1,3,8.1,3.5,3,2,1.5,1,4.85203026391962,2
565,"IRIS 313-12307","IRIS","JAP","GJ-sbtrp","Laos","SEA",15.61,22325,2,1,7,9.5,4.2,3,2,2.9,1,4.53259949315326,2
566,"IRIS 313-12312","IRIS","JAP","GJ-sbtrp","Laos","SEA",16.12,16852,2,1,7,8.9,3.6,3,2,3.3,2,4.48863636973214,1
567,"IRIS 313-12321","IRIS","JAP","GJ-sbtrp","Laos","SEA",16.22,18826,2,1,7,8.4,3.5,3,2,3.3,2,4.43081679884331,2
568,"IRIS 313-12323","IRIS","JAP","GJ-sbtrp","Laos","SEA",17.5,18018,2,2,5,10.9,3.7,3,1,4.5,NA,4.45434729625351,2
569,"IRIS 313-12334","IRIS","IND","XI-3","Laos","SEA",18.03,15440,2,1,3,10.7,3.6,3,2,3,2,4.48863636973214,2
570,"IRIS 313-12349","IRIS","JAP","GJ-sbtrp","Laos","SEA",21.98,20892,2,1,7,8.8,4,4,2,4.7,2,4.51085950651685,2
571,"IRIS 313-12350","IRIS","JAP","GJ-sbtrp","Laos","SEA",15.14,19496,2,1,7,9.1,3.8,4,2,3.3,2,4.48863636973214,1
572,"IRIS 313-12351","IRIS","JAP","GJ-sbtrp","Laos","SEA",16.46,19731,2,1,7,10.3,4.3,3,2,4.5,NA,4.51085950651685,2
573,"IRIS 313-12354","IRIS","IND","XI-adm","Laos","SEA",15.56,15175,2,1,1,9.5,3.3,3,2,2.8,1,4.71849887129509,1
574,"IRIS 313-12355","IRIS","IND","XI-adm","Laos","SEA",21.95,18987,2,1,1,10.6,2.8,3,2,2.9,1,4.60517018598809,2
575,"IRIS 313-15900","IRIS","IND","XI-adm","Philippines","SEA",15.21,20678,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
576,"IRIS 313-15908","IRIS","AUS","cA","Colombia","AME",28.92,20176,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
577,"IRIS 313-15910","IRIS","JAP","GJ-trp","United_States","AME",28.93,21265,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
578,"IRIS 313-7638","IRIS","IND","XI-adm","Madagascar","AFR",18.43,18304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"IRIS 313-7646","IRIS","ADM","admix","Madagascar","AFR",20.27,17299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"IRIS 313-7650","IRIS","IND","XI-2","Madagascar","AFR",16.39,18965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,"IRIS 313-7685","IRIS","IND","XI-1B","Philippines","SEA",16.42,18525,1,1,1,9,2.1,2,2,2.2,NA,4.45434729625351,2
582,"IRIS 313-7688","IRIS","IND","XI-1B","Philippines","SEA",16.29,20199,1,1,3,9.3,2.6,3,1,2.5,NA,4.54329478227,1
583,"IRIS 313-7689","IRIS","IND","XI-1B","Philippines","SEA",17.21,20139,1,2,1,8.9,2.4,2,2,2.4,NA,4.46590811865458,2
584,"IRIS 313-7719","IRIS","IND","XI-adm","Mali","AFR",17.85,19116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"IRIS 313-7722","IRIS","ADM","admix","Madagascar","AFR",16.74,19238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"IRIS 313-7725","IRIS","ADM","XI-2","Madagascar","AFR",18.15,20460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"IRIS 313-7795","IRIS","ADM","XI-2","Madagascar","AFR",16.26,18762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
